"employee_id","signing_bonus","salary","degree_level","sex","yrs_experience"
80855,0,189000,"Master","M",1
5129,0,92000,"Bachelor","F",5
193355,0,99000,"Master","F",5
34597,0,328000,"Master","F",9
140491,1,285000,"Master","M",4
117535,0,154000,"Master","M",5
193866,0,241000,"PhD","M",5
57969,0,148000,"Bachelor","M",2
158557,0,134000,"PhD","F",1
29733,1,144000,"Master","F",14
66249,1,299000,"High_School","M",3
95390,0,286000,"Master","M",8
167321,0,104000,"High_School","F",4
90337,0,84000,"PhD","F",2
118554,0,250000,"Bachelor","M",3
118960,0,316000,"High_School","M",3
173137,0,97000,"High_School","M",3
190009,1,67000,"Bachelor","F",3
191705,0,124000,"PhD","F",7
155801,1,321000,"High_School","M",6
186118,0,195000,"Bachelor","M",1
62305,0,236000,"PhD","F",9
188336,0,78000,"Master","F",1
160158,1,119000,"High_School","F",2
179108,1,187000,"PhD","F",3
64458,1,129000,"Bachelor","M",1
147779,1,140000,"PhD","F",1
136706,0,366000,"PhD","M",2
134683,1,62000,"High_School","F",1
104205,0,110000,"High_School","F",4
89627,1,264000,"Bachelor","M",1
10301,1,115000,"Master","M",1
195917,0,87000,"Bachelor","M",5
168669,1,222000,"Bachelor","F",1
89420,0,185000,"PhD","F",3
133795,0,251000,"PhD","M",11
79923,0,132000,"PhD","M",2
60801,0,63000,"Master","M",7
179009,0,71000,"Bachelor","M",2
14465,0,101000,"Master","F",9
39333,0,182000,"High_School","M",1
133595,1,95000,"Master","F",1
68912,0,166000,"Bachelor","M",1
42714,0,298000,"High_School","M",6
156179,1,190000,"Master","F",4
167941,0,278000,"Master","M",16
101095,1,235000,"PhD","M",1
166420,0,86000,"PhD","M",5
178762,0,210000,"Master","M",2
80100,0,194000,"PhD","F",3
117728,0,160000,"Master","M",3
93482,0,293000,"Master","M",1
71547,0,258000,"PhD","M",2
172336,0,171000,"PhD","M",5
183056,0,217000,"Master","M",4
73145,0,195000,"Bachelor","M",2
178320,0,117000,"Bachelor","F",5
138229,0,60000,"Master","F",1
121813,0,298000,"PhD","M",2
19127,0,253000,"Bachelor","F",6
186341,0,64000,"PhD","M",8
189254,0,308000,"Bachelor","M",1
88597,0,202000,"Master","M",8
103100,0,202000,"Bachelor","M",2
159671,1,286000,"Master","F",1
87704,0,247000,"Master","M",6
85453,1,145000,"High_School","F",1
190713,0,187000,"Bachelor","F",6
140936,0,223000,"Master","M",5
57999,0,239000,"Bachelor","M",7
35391,0,151000,"High_School","M",1
33896,0,63000,"Bachelor","M",6
189422,0,358000,"PhD","F",4
36765,0,76000,"PhD","M",4
54865,0,149000,"PhD","M",6
107750,0,203000,"PhD","M",1
48120,1,398000,"Master","M",3
192011,0,281000,"PhD","M",8
3742,0,126000,"Bachelor","F",2
38388,1,394000,"PhD","F",3
192318,0,83000,"Master","F",2
97894,0,347000,"Master","F",3
69362,0,102000,"Bachelor","F",2
24437,0,261000,"Bachelor","M",7
144705,0,84000,"Bachelor","M",4
66021,0,88000,"Master","M",3
169379,0,123000,"PhD","M",3
159482,1,175000,"Bachelor","M",5
70453,1,325000,"Bachelor","F",5
105851,0,212000,"Master","F",7
27116,1,123000,"PhD","M",4
97482,1,127000,"PhD","M",3
132825,0,252000,"Master","M",4
198920,1,158000,"Bachelor","F",6
53433,0,263000,"Master","M",2
141083,0,304000,"Bachelor","M",1
180225,0,380000,"High_School","M",1
95030,0,202000,"PhD","F",1
10342,1,314000,"High_School","M",5
30093,0,174000,"High_School","M",2
153656,0,177000,"Master","M",1
98419,1,72000,"PhD","F",13
39828,0,276000,"Bachelor","F",4
159550,1,79000,"Bachelor","M",1
22354,0,333000,"Master","M",2
115552,0,163000,"High_School","F",7
11247,1,176000,"High_School","M",5
41134,0,276000,"High_School","M",3
139474,1,240000,"High_School","F",2
169833,0,124000,"PhD","F",14
46674,0,87000,"PhD","F",3
38743,1,273000,"Master","M",1
194904,1,108000,"Bachelor","F",12
101254,0,275000,"Master","F",1
97863,0,108000,"PhD","F",1
36666,0,103000,"Bachelor","F",3
191624,0,62000,"Master","M",4
130359,0,257000,"Master","F",2
89748,0,108000,"Master","M",5
150248,0,175000,"Master","M",4
174597,0,73000,"Bachelor","F",3
126891,0,210000,"Master","F",2
181206,0,61000,"High_School","F",2
129133,0,63000,"Master","M",3
99259,1,305000,"PhD","F",7
29647,1,158000,"PhD","M",5
103251,1,137000,"High_School","M",1
107184,1,222000,"Bachelor","M",5
113600,0,126000,"PhD","M",2
132068,1,65000,"Bachelor","M",2
66261,0,348000,"PhD","M",4
183620,0,232000,"Bachelor","F",6
178023,0,89000,"PhD","M",1
48871,1,308000,"PhD","M",1
66783,1,133000,"Bachelor","M",3
130598,0,143000,"Bachelor","M",2
143686,1,280000,"Bachelor","F",4
76641,0,399000,"Master","F",8
95403,0,184000,"Master","M",3
61959,1,295000,"PhD","M",3
152890,0,149000,"PhD","M",4
125924,0,321000,"PhD","F",7
67884,0,119000,"Master","M",4
179998,0,70000,"High_School","M",2
137811,0,209000,"PhD","M",7
5729,1,71000,"PhD","M",3
22090,0,63000,"Master","M",10
178070,1,287000,"Master","M",2
35649,0,127000,"PhD","M",2
72447,1,147000,"Bachelor","M",4
93361,0,215000,"Bachelor","F",7
132309,0,113000,"High_School","M",5
153607,0,227000,"Bachelor","F",5
130018,0,254000,"PhD","M",3
167961,0,230000,"PhD","F",1
158234,0,111000,"PhD","F",1
171668,1,294000,"High_School","F",2
188953,0,92000,"Bachelor","F",5
63178,0,249000,"PhD","F",3
62043,0,86000,"PhD","M",4
34370,0,173000,"High_School","F",3
63832,0,210000,"PhD","M",8
185729,0,161000,"Master","M",1
24163,0,332000,"Bachelor","F",5
40069,1,288000,"Bachelor","M",2
97040,1,115000,"Master","F",7
123521,1,202000,"Bachelor","M",2
83007,1,67000,"PhD","F",2
146023,0,97000,"Master","F",8
27975,0,113000,"Bachelor","M",5
181264,1,164000,"Master","M",7
80043,0,75000,"Bachelor","F",6
89619,0,73000,"PhD","M",5
136660,0,136000,"PhD","M",7
146600,0,190000,"Bachelor","M",14
117826,0,122000,"Bachelor","F",7
168331,0,286000,"Master","F",4
188863,1,203000,"Master","M",9
25090,0,74000,"Bachelor","F",5
191612,0,139000,"PhD","F",4
197716,0,245000,"High_School","M",4
31813,0,85000,"Master","F",4
166881,1,261000,"Master","M",4
146830,0,87000,"Bachelor","F",1
75093,0,74000,"PhD","F",3
185656,1,228000,"PhD","M",4
129631,0,331000,"Bachelor","M",1
132683,0,234000,"Master","M",8
110844,1,88000,"Master","M",4
35099,1,98000,"High_School","M",3
131,0,241000,"PhD","F",7
58431,0,267000,"Bachelor","F",3
5506,0,296000,"Bachelor","M",2
193566,0,229000,"Master","M",1
26800,0,181000,"Bachelor","M",3
122197,1,184000,"High_School","M",3
1540,0,1e+05,"Bachelor","F",5
178733,0,196000,"Master","M",1
135956,1,182000,"Bachelor","M",5
43371,1,81000,"High_School","M",3
35401,1,228000,"PhD","M",3
59347,0,112000,"Bachelor","M",7
152323,0,166000,"Bachelor","M",4
181704,0,238000,"PhD","M",4
120829,1,61000,"Master","F",2
159580,0,182000,"Master","M",2
88784,0,115000,"Bachelor","F",4
108709,1,177000,"PhD","M",1
77345,1,113000,"Master","M",1
173342,0,363000,"Master","M",3
52319,0,3e+05,"Bachelor","M",3
153890,0,283000,"Bachelor","F",2
156169,0,198000,"Bachelor","M",1
7295,0,112000,"Master","F",3
159926,1,253000,"Bachelor","F",7
161003,0,167000,"PhD","M",3
102093,0,243000,"PhD","M",3
56391,0,117000,"Master","F",2
134812,0,66000,"PhD","F",1
148120,0,67000,"Bachelor","M",7
166097,1,154000,"High_School","M",1
155605,0,121000,"High_School","M",4
76894,0,268000,"Master","M",3
172196,1,61000,"PhD","M",1
133734,0,222000,"PhD","M",8
76028,0,83000,"Master","F",1
172626,0,117000,"Bachelor","M",6
32940,0,216000,"Master","M",1
55286,0,166000,"High_School","M",2
151838,0,161000,"Master","M",8
65239,0,85000,"Master","F",4
156964,0,83000,"High_School","M",1
160175,0,61000,"Master","F",4
178602,0,370000,"Bachelor","F",7
129381,0,211000,"PhD","M",8
68808,0,260000,"Master","M",2
86864,0,191000,"High_School","F",2
41730,0,129000,"PhD","M",4
107735,0,144000,"Master","M",3
28676,0,99000,"Bachelor","M",2
49853,1,66000,"Bachelor","M",4
30935,0,133000,"PhD","F",1
82123,0,368000,"Bachelor","M",3
82830,0,62000,"High_School","M",6
122834,0,63000,"Bachelor","F",3
85495,1,102000,"PhD","F",4
9152,1,191000,"High_School","M",1
90973,0,312000,"Bachelor","M",3
53283,0,287000,"PhD","F",5
177448,1,301000,"PhD","F",3
35707,0,182000,"Master","M",1
29010,0,293000,"High_School","M",3
123051,0,69000,"High_School","F",2
30238,0,263000,"Master","F",5
198765,0,175000,"Master","M",3
25805,1,195000,"Bachelor","F",13
37286,0,211000,"Master","M",5
170431,0,327000,"Master","M",2
160647,0,310000,"Bachelor","F",5
87762,1,385000,"PhD","M",5
78516,0,79000,"PhD","M",8
37124,0,158000,"Bachelor","F",10
61753,0,72000,"Bachelor","M",4
133420,1,253000,"PhD","F",9
17423,1,207000,"Master","M",2
56726,0,265000,"Bachelor","M",3
196259,1,113000,"High_School","M",1
110263,1,214000,"High_School","M",1
30786,0,74000,"PhD","F",3
128544,0,62000,"High_School","M",5
131696,0,258000,"PhD","M",3
181199,0,251000,"Master","F",5
172522,0,158000,"PhD","F",2
81163,0,92000,"Bachelor","M",1
535,1,360000,"PhD","M",3
57140,1,198000,"Bachelor","M",6
137748,0,104000,"Bachelor","M",6
46328,0,181000,"High_School","F",5
110588,1,184000,"Master","M",1
15818,1,144000,"Master","F",4
123732,0,93000,"PhD","F",3
2256,0,69000,"PhD","M",2
103394,0,83000,"PhD","M",7
87805,1,207000,"PhD","F",2
149056,0,241000,"Bachelor","M",4
52425,1,208000,"Master","F",2
85426,0,63000,"PhD","M",3
82045,0,268000,"PhD","M",4
28516,0,196000,"Master","M",1
180032,0,95000,"Bachelor","M",2
43468,1,62000,"High_School","M",2
24843,1,164000,"High_School","M",6
186086,1,260000,"Master","M",2
122414,0,83000,"PhD","F",2
187369,0,248000,"Master","M",4
4863,0,327000,"PhD","F",2
184453,0,223000,"Bachelor","M",4
65690,1,286000,"Bachelor","M",5
19642,0,228000,"Master","F",4
136617,0,123000,"Master","M",3
116180,1,228000,"Master","F",7
72326,0,207000,"Master","M",4
163843,0,259000,"High_School","M",2
93194,1,113000,"Bachelor","M",1
46178,1,126000,"Bachelor","M",5
22846,0,106000,"Master","M",3
79007,0,236000,"PhD","F",4
150204,1,292000,"Bachelor","M",4
155992,1,152000,"Bachelor","M",3
84737,1,222000,"PhD","M",2
15756,0,326000,"Master","M",1
138954,0,209000,"PhD","M",3
155903,1,106000,"Master","M",4
142295,0,194000,"Bachelor","M",5
60038,0,242000,"PhD","M",2
124044,0,212000,"Master","F",6
61331,0,184000,"High_School","F",3
92210,1,283000,"Bachelor","M",14
91860,0,266000,"High_School","M",4
159129,0,80000,"PhD","F",6
73716,0,132000,"Master","F",2
150098,1,150000,"Master","M",1
65682,0,378000,"PhD","F",2
175388,0,186000,"High_School","F",6
104399,0,170000,"PhD","M",5
103421,1,237000,"PhD","F",9
27441,1,173000,"Master","M",8
192998,0,127000,"Bachelor","F",9
99387,0,84000,"Master","F",3
23051,0,133000,"Master","M",4
171970,1,93000,"PhD","M",3
171579,0,323000,"Bachelor","M",2
69892,1,317000,"Bachelor","M",2
169744,0,65000,"Bachelor","M",2
151188,0,352000,"High_School","M",8
45967,0,208000,"Master","M",3
31169,1,61000,"Master","M",2
69184,0,1e+05,"Bachelor","F",5
131100,1,142000,"Master","F",4
174535,0,235000,"PhD","M",2
106642,1,212000,"Bachelor","M",6
142367,0,62000,"PhD","M",6
196953,0,288000,"Bachelor","M",2
31200,0,188000,"PhD","M",2
92048,0,138000,"High_School","M",5
60851,0,84000,"Master","M",3
73152,0,274000,"Bachelor","M",3
136437,0,153000,"Master","F",4
54341,1,181000,"High_School","F",3
84609,1,213000,"Bachelor","M",4
18455,1,179000,"PhD","M",2
78222,1,328000,"Bachelor","F",3
33901,1,86000,"High_School","F",1
83551,0,307000,"High_School","M",5
49953,0,2e+05,"High_School","F",3
146678,0,118000,"Master","M",3
100280,1,173000,"PhD","F",2
75583,1,238000,"High_School","F",2
23442,0,212000,"Master","M",3
198093,0,216000,"Bachelor","M",2
116774,0,128000,"High_School","M",11
59823,0,164000,"Master","F",5
154030,0,89000,"PhD","F",5
141265,1,204000,"Bachelor","M",3
166591,1,136000,"Bachelor","M",8
119513,1,131000,"Master","M",3
107299,0,202000,"Master","F",2
160003,0,237000,"High_School","M",3
173732,1,118000,"Bachelor","M",5
184361,0,203000,"PhD","M",2
135446,0,63000,"PhD","F",4
37220,0,195000,"Bachelor","M",9
177495,0,113000,"Master","M",10
149807,0,315000,"PhD","M",3
22938,0,206000,"PhD","F",3
106167,1,237000,"Master","F",5
198996,1,102000,"Master","M",1
74818,1,69000,"PhD","M",6
39199,1,82000,"Master","F",7
29231,1,259000,"Bachelor","M",2
196521,0,210000,"PhD","M",4
175310,0,74000,"Master","M",2
197361,0,135000,"Bachelor","M",5
31544,0,267000,"Master","M",1
4553,0,109000,"Bachelor","M",4
127727,1,332000,"Master","M",1
137131,0,340000,"PhD","F",3
79438,1,376000,"Bachelor","M",1
139383,1,373000,"PhD","F",1
158450,1,233000,"High_School","M",5
23250,1,130000,"Master","M",9
115856,0,157000,"Master","F",5
195222,0,147000,"High_School","M",3
60373,0,190000,"Master","F",2
63908,0,135000,"Master","F",1
52260,0,86000,"Bachelor","M",1
185623,0,112000,"Master","M",7
52993,1,178000,"High_School","M",1
65539,1,128000,"High_School","M",6
188629,0,202000,"PhD","M",3
144947,1,93000,"High_School","F",1
166255,1,263000,"Bachelor","F",1
110950,0,284000,"Bachelor","M",4
143748,0,185000,"Bachelor","F",4
42085,0,262000,"Master","M",5
29547,1,80000,"Bachelor","F",6
12305,0,278000,"Bachelor","M",3
21692,0,212000,"PhD","M",6
159339,1,261000,"Master","M",1
25031,1,130000,"PhD","M",1
174429,1,145000,"PhD","M",6
78694,0,242000,"High_School","M",1
157111,0,187000,"Bachelor","M",2
196442,1,183000,"PhD","M",1
71889,0,325000,"Master","M",24
56468,1,138000,"Master","M",7
95617,0,62000,"Master","M",3
73011,0,66000,"Bachelor","F",1
197082,1,248000,"PhD","M",3
74904,0,302000,"High_School","F",3
127433,0,72000,"High_School","F",1
148249,1,1e+05,"High_School","M",7
17304,0,185000,"Master","F",5
46442,0,87000,"Bachelor","M",1
147249,1,336000,"Master","F",3
77636,1,324000,"Bachelor","M",1
24962,0,192000,"High_School","F",3
90925,0,126000,"PhD","F",7
71316,0,315000,"Bachelor","M",1
183701,0,178000,"Bachelor","F",2
23729,0,84000,"Master","F",2
100944,0,89000,"PhD","F",4
4815,0,136000,"PhD","M",2
192129,1,293000,"Master","F",1
19233,0,286000,"Bachelor","M",5
57283,1,278000,"High_School","M",1
156026,0,1e+05,"Bachelor","M",2
164074,1,206000,"Bachelor","M",6
33727,0,233000,"Master","M",4
4736,1,207000,"Bachelor","M",7
70024,0,72000,"PhD","F",3
140107,1,171000,"Bachelor","F",3
142895,1,264000,"Bachelor","M",1
195220,0,135000,"PhD","M",3
190316,1,279000,"Master","F",3
59566,1,156000,"PhD","F",8
57148,0,207000,"Bachelor","M",3
53826,1,68000,"Bachelor","F",6
101952,0,253000,"PhD","M",2
181248,0,251000,"Bachelor","F",3
168672,0,171000,"Master","M",1
45022,0,185000,"Master","M",3
93720,1,110000,"PhD","M",7
19152,1,289000,"Master","M",1
155485,0,381000,"PhD","M",15
180411,0,139000,"Bachelor","M",7
15132,0,283000,"Bachelor","M",2
176953,1,283000,"High_School","F",2
7531,1,131000,"PhD","M",7
183625,0,103000,"PhD","M",1
16527,0,87000,"High_School","F",3
64637,0,3e+05,"Bachelor","F",3
68085,1,177000,"PhD","F",1
19354,0,117000,"PhD","F",8
106586,1,237000,"Master","M",8
153748,0,196000,"Master","M",5
153174,0,256000,"High_School","M",2
81391,1,199000,"PhD","M",3
60304,1,273000,"Master","M",4
165665,0,176000,"Master","F",2
188562,0,71000,"Master","F",6
133710,0,361000,"PhD","M",1
59028,0,328000,"PhD","M",6
22557,1,240000,"PhD","F",1
149778,1,177000,"Bachelor","M",10
37154,0,344000,"PhD","M",6
17538,1,195000,"High_School","M",1
66489,0,365000,"Bachelor","M",3
18725,0,130000,"PhD","M",1
49994,0,91000,"Bachelor","F",2
147454,1,181000,"PhD","M",1
156985,1,211000,"PhD","M",3
147796,0,79000,"Bachelor","F",1
132397,0,160000,"PhD","M",6
139857,0,115000,"Bachelor","M",3
58186,1,199000,"High_School","M",3
108269,0,273000,"High_School","F",7
107617,1,107000,"PhD","F",2
86202,0,157000,"Bachelor","M",4
118671,0,286000,"Bachelor","F",1
182098,0,98000,"Bachelor","F",8
131390,1,159000,"Bachelor","F",3
97597,0,125000,"PhD","F",6
76682,0,256000,"Bachelor","M",2
117458,0,172000,"Master","M",1
145759,0,85000,"PhD","M",4
119126,0,75000,"PhD","M",1
119894,0,192000,"Master","F",5
47612,0,241000,"High_School","M",3
25916,0,133000,"Master","M",2
134431,0,1e+05,"Master","F",6
24015,0,134000,"PhD","F",20
124186,1,263000,"Master","M",11
65126,1,236000,"Master","M",13
65093,0,94000,"Bachelor","M",6
34852,0,247000,"Master","F",2
89472,0,1e+05,"High_School","M",5
29065,1,97000,"PhD","F",6
65729,0,259000,"Master","M",4
190304,1,77000,"Bachelor","F",2
159996,0,133000,"Bachelor","M",4
128292,0,210000,"High_School","F",3
110811,0,136000,"PhD","M",2
132187,1,231000,"Master","M",9
135032,0,70000,"Master","F",1
134358,1,331000,"Master","F",1
134774,1,320000,"Master","M",1
102347,0,206000,"Master","M",9
95522,0,269000,"High_School","F",13
5438,0,269000,"PhD","M",1
141053,0,230000,"Master","F",5
66558,0,118000,"PhD","F",1
158575,0,132000,"PhD","F",2
117021,0,214000,"Master","M",8
36624,1,339000,"Bachelor","M",1
65743,0,277000,"PhD","F",2
35392,0,308000,"High_School","F",2
95679,0,108000,"High_School","F",2
188979,0,369000,"High_School","M",5
24686,0,261000,"PhD","M",5
2721,0,118000,"Master","M",2
177090,0,225000,"Bachelor","F",4
49176,0,234000,"PhD","M",4
197373,0,217000,"Bachelor","M",3
102217,0,217000,"PhD","M",5
194090,1,331000,"PhD","M",9
20386,0,81000,"Bachelor","M",4
159048,0,133000,"Master","M",3
197970,1,273000,"High_School","F",2
174477,0,316000,"Master","M",5
192742,0,290000,"High_School","M",5
51780,0,316000,"PhD","F",6
33323,1,81000,"Bachelor","F",1
55428,1,164000,"PhD","F",3
160885,0,162000,"Master","F",1
8153,0,112000,"PhD","F",1
85643,0,174000,"Bachelor","M",6
135095,0,349000,"Master","M",1
164356,0,79000,"Master","M",2
180151,0,250000,"Master","M",3
141647,1,271000,"Bachelor","M",1
42366,0,193000,"Master","M",6
107116,0,192000,"PhD","M",1
22726,0,65000,"High_School","F",3
127045,1,136000,"Bachelor","M",1
21274,0,235000,"Master","F",6
124364,1,184000,"Master","F",3
65334,0,202000,"Master","M",1
103501,0,203000,"High_School","F",5
31251,1,85000,"PhD","M",8
194744,0,303000,"PhD","M",2
87419,0,126000,"Bachelor","F",3
18478,0,127000,"Bachelor","M",7
122893,0,218000,"PhD","M",5
111133,1,280000,"PhD","M",2
55105,1,213000,"Master","M",6
20707,0,181000,"High_School","M",1
6275,0,325000,"Bachelor","M",2
31140,0,243000,"Master","M",8
169615,0,117000,"Bachelor","M",2
145071,1,112000,"PhD","F",2
59062,0,315000,"Bachelor","M",3
15732,0,184000,"Bachelor","M",3
26639,0,195000,"Bachelor","F",5
64050,0,137000,"PhD","F",2
55188,0,68000,"PhD","F",3
27662,0,365000,"High_School","M",2
5993,1,1e+05,"Bachelor","F",1
125755,1,223000,"Master","M",11
77952,0,153000,"Master","M",6
24499,0,204000,"PhD","F",2
137984,1,178000,"High_School","M",3
141840,0,118000,"PhD","M",3
13036,0,97000,"High_School","M",2
92551,0,213000,"Master","F",5
148774,0,224000,"PhD","M",6
189423,0,299000,"PhD","M",1
85469,0,63000,"Bachelor","M",7
34992,0,72000,"Master","F",1
109344,0,306000,"PhD","M",3
194994,1,141000,"Master","M",8
86935,1,160000,"Bachelor","F",3
95598,1,261000,"High_School","M",6
183175,1,169000,"PhD","M",10
122297,0,252000,"Bachelor","M",1
68643,0,86000,"High_School","F",2
132002,0,244000,"Master","M",7
55102,1,194000,"Master","M",1
77277,1,182000,"Master","F",2
85096,0,252000,"Master","F",3
131488,0,279000,"High_School","M",6
195795,0,217000,"PhD","F",3
169355,1,285000,"Master","M",2
11020,1,358000,"High_School","F",4
149768,0,238000,"PhD","M",4
178459,1,190000,"High_School","M",2
16501,0,162000,"Master","M",2
70216,1,207000,"Bachelor","M",3
140393,1,182000,"Master","F",2
125605,1,365000,"PhD","F",2
47923,1,371000,"High_School","M",3
126754,0,350000,"Master","F",4
65245,1,60000,"PhD","M",5
74363,0,144000,"Master","M",5
26893,1,73000,"Bachelor","M",1
118685,0,190000,"PhD","F",1
192080,0,154000,"PhD","M",3
109284,0,85000,"High_School","F",2
169469,0,155000,"High_School","F",3
25456,1,81000,"PhD","F",2
111387,0,63000,"High_School","F",5
25606,0,85000,"Bachelor","F",1
191718,1,214000,"PhD","M",1
187248,1,291000,"Master","M",3
195435,0,183000,"PhD","M",4
68841,1,137000,"Bachelor","M",3
53553,0,148000,"Bachelor","M",5
60797,0,234000,"Bachelor","F",8
124988,0,65000,"Master","F",3
147715,1,199000,"PhD","M",11
167482,0,144000,"Master","M",5
32368,0,83000,"Bachelor","F",3
142247,1,333000,"Bachelor","M",4
115437,0,92000,"PhD","F",3
63383,1,126000,"High_School","F",5
14296,0,66000,"Bachelor","M",3
107773,1,263000,"High_School","M",2
192885,0,227000,"Master","M",5
59992,0,195000,"High_School","M",1
117191,1,62000,"Master","F",4
123258,0,328000,"Master","M",12
114734,0,121000,"Bachelor","M",2
178759,0,60000,"High_School","M",3
115671,0,158000,"PhD","F",1
139278,0,63000,"High_School","M",9
139359,0,71000,"Bachelor","M",1
187110,0,376000,"High_School","M",4
45588,0,272000,"Master","M",2
59476,0,308000,"PhD","M",1
102549,1,109000,"PhD","F",7
103062,0,263000,"Master","M",7
78341,0,66000,"Master","F",3
111661,0,309000,"Bachelor","M",4
84535,0,68000,"High_School","F",2
184941,0,295000,"Bachelor","M",2
126409,0,138000,"PhD","M",1
141900,1,237000,"High_School","F",1
98489,0,105000,"Master","M",4
161983,1,175000,"High_School","M",2
73359,1,150000,"Bachelor","M",2
188821,1,85000,"PhD","F",2
160531,1,69000,"Bachelor","F",3
143329,1,368000,"Bachelor","M",3
126833,1,70000,"Master","F",5
80189,1,277000,"Master","M",3
11793,0,135000,"Bachelor","M",2
172518,0,147000,"Master","M",2
26159,0,296000,"PhD","M",3
12638,0,202000,"Master","F",7
131525,0,261000,"PhD","F",14
127766,1,216000,"High_School","M",2
4942,0,184000,"Bachelor","F",7
74430,0,273000,"PhD","M",2
77846,1,174000,"PhD","F",6
748,0,116000,"High_School","M",1
107047,0,269000,"PhD","M",1
195263,1,158000,"High_School","M",3
28558,0,94000,"PhD","F",1
44755,0,386000,"Master","M",3
145245,0,194000,"Bachelor","F",8
135240,0,236000,"High_School","F",1
136903,0,263000,"PhD","M",2
79276,1,107000,"Master","M",2
197581,0,77000,"PhD","F",1
166450,0,120000,"PhD","F",3
192881,0,77000,"Master","M",3
182384,0,256000,"PhD","F",2
181058,1,64000,"High_School","M",1
104414,0,199000,"Master","F",4
181430,0,70000,"High_School","M",2
199601,0,235000,"Master","M",1
52071,0,303000,"Bachelor","M",7
41769,0,156000,"Master","F",3
21589,1,66000,"PhD","M",1
104417,0,268000,"High_School","F",4
189030,1,336000,"Bachelor","M",5
5500,0,255000,"High_School","M",5
15768,0,64000,"Bachelor","M",10
197706,1,239000,"PhD","M",1
130794,0,95000,"PhD","F",3
32791,1,61000,"Master","M",6
144370,1,203000,"Master","F",3
74799,1,166000,"Bachelor","M",7
80162,0,84000,"Master","F",1
29561,0,102000,"High_School","F",2
27078,0,147000,"Bachelor","M",4
172541,0,71000,"High_School","F",12
81901,0,143000,"High_School","M",2
115534,0,165000,"High_School","M",5
44715,0,148000,"PhD","F",4
94665,0,261000,"Bachelor","M",3
21327,1,83000,"Master","F",4
79133,1,351000,"Master","F",3
183023,1,110000,"PhD","M",1
54014,0,157000,"Bachelor","F",3
40362,1,286000,"Master","M",1
182595,1,196000,"Master","F",2
74264,1,260000,"Bachelor","M",2
121283,0,325000,"PhD","M",7
19364,0,182000,"Master","F",2
133427,0,104000,"PhD","M",8
78268,0,241000,"Master","M",3
105585,0,396000,"PhD","F",1
151281,0,88000,"Bachelor","F",2
27561,0,311000,"Master","M",2
101981,1,202000,"PhD","F",7
104423,0,214000,"High_School","M",3
46049,1,206000,"Master","F",8
165151,0,183000,"Bachelor","F",1
27781,0,153000,"Master","M",2
170450,0,259000,"PhD","M",4
20201,0,331000,"Master","M",2
61940,0,302000,"PhD","M",5
184362,0,73000,"Master","F",3
110020,1,175000,"Bachelor","M",1
3909,0,180000,"Bachelor","F",4
104760,0,2e+05,"PhD","F",2
82339,0,151000,"High_School","F",3
24926,1,262000,"High_School","M",7
44732,0,288000,"Master","F",1
167453,0,350000,"High_School","M",5
95567,1,193000,"PhD","M",3
122493,0,245000,"PhD","M",5
133230,1,183000,"Master","M",1
9245,0,244000,"PhD","F",1
64087,0,126000,"PhD","M",4
168037,0,146000,"Bachelor","M",2
105942,0,195000,"Bachelor","F",1
69804,0,155000,"PhD","M",1
19812,1,221000,"Bachelor","M",3
32653,1,284000,"Bachelor","F",8
99871,0,96000,"Bachelor","F",6
99231,0,75000,"Bachelor","M",6
19232,0,214000,"Master","F",2
83656,1,258000,"Master","F",6
186323,1,162000,"PhD","M",1
155579,0,117000,"High_School","F",5
82060,1,263000,"PhD","M",1
42915,0,2e+05,"PhD","F",3
9658,0,60000,"Master","F",2
147117,1,128000,"Master","F",1
184247,0,381000,"Master","M",4
108496,0,137000,"High_School","F",7
66505,0,307000,"Bachelor","F",6
53759,0,132000,"Master","M",2
23195,0,144000,"Master","F",1
122671,0,74000,"Bachelor","F",1
89670,0,157000,"PhD","M",2
11522,0,225000,"Master","M",1
53770,1,322000,"Bachelor","M",3
130873,0,170000,"High_School","F",1
24776,0,104000,"High_School","F",8
1109,0,392000,"Master","M",4
171351,0,194000,"Bachelor","M",17
54811,0,75000,"PhD","M",5
884,0,180000,"PhD","M",2
168368,0,261000,"Master","F",2
114547,0,174000,"Master","M",7
14677,0,261000,"PhD","M",4
97878,0,68000,"Master","M",8
40332,0,90000,"Bachelor","M",7
67824,0,186000,"High_School","M",4
20795,0,115000,"High_School","M",3
166729,1,140000,"PhD","M",14
61038,1,313000,"Master","M",13
101484,0,115000,"PhD","M",4
27704,0,281000,"PhD","F",10
198240,0,155000,"Master","F",9
99116,0,89000,"PhD","M",4
39717,0,347000,"PhD","F",8
195502,1,95000,"Bachelor","M",5
638,0,124000,"Master","M",2
169360,0,63000,"High_School","F",5
5342,0,292000,"PhD","M",3
1841,0,191000,"PhD","F",2
164051,0,142000,"Bachelor","F",2
113997,0,61000,"PhD","M",6
82725,0,348000,"Bachelor","F",3
129762,0,158000,"Master","M",5
32724,0,253000,"Master","M",3
119658,0,374000,"PhD","M",11
72374,0,237000,"PhD","M",4
97606,1,127000,"Master","M",2
170772,0,299000,"PhD","F",7
71125,0,347000,"Master","F",5
109308,0,210000,"Master","F",21
9757,0,79000,"PhD","F",1
147003,1,310000,"Master","M",3
127400,0,133000,"Master","F",5
