employee_id,signing_bonus,salary,degree_level,sex,yrs_experience,boss_id,dept,level,n_subordinates
33751,0,288.0,Bachelor,M,2,126257,engineering,IC,0
63656,1,168.0,PhD,M,4,92765,engineering,IC,0
116813,1,84.0,High_School,M,3,7095,HR,IC,0
169527,0,272.0,Bachelor,M,7,188118,sales,IC,0
89,0,83.0,Bachelor,F,6,189742,HR,IC,0
21192,0,307.0,Bachelor,M,4,133927,engineering,IC,0
197467,0,131.0,PhD,F,1,26505,marketing,IC,0
82199,1,177.0,High_School,M,3,5282,sales,IC,0
46649,1,361.0,PhD,M,3,98558,engineering,IC,0
39869,0,320.0,PhD,M,2,92845,engineering,IC,0
123610,1,178.0,High_School,F,3,114572,marketing,IC,0
18291,1,226.0,PhD,M,1,147103,engineering,IC,0
156652,1,249.0,Bachelor,M,2,19424,engineering,IC,0
87853,0,222.0,High_School,M,5,12649,engineering,IC,0
13852,0,88.0,Master,M,4,175548,HR,IC,0
137914,1,234.0,Master,M,2,87929,sales,IC,0
26173,0,128.0,Bachelor,F,1,66453,engineering,IC,0
86962,0,346.0,High_School,M,3,191485,sales,IC,0
123000,1,115.0,PhD,F,11,94454,sales,MM,8
157380,0,62.0,High_School,M,2,181781,HR,IC,0
98861,1,372.0,Bachelor,M,7,112750,engineering,IC,0
73846,0,116.0,PhD,F,10,171907,sales,MM,13
139507,1,71.0,PhD,M,7,97647,marketing,D,58
23744,0,208.0,Master,M,2,779,marketing,IC,0
51738,1,354.0,Bachelor,F,12,183869,engineering,MM,13
54004,0,287.0,Bachelor,M,3,134982,sales,IC,0
49810,0,179.0,Bachelor,M,4,61811,sales,IC,0
49849,0,127.0,PhD,F,2,129778,HR,IC,0
4434,0,76.0,Master,M,2,117376,HR,IC,0
82819,1,220.0,PhD,M,4,96420,sales,IC,0
43182,1,204.0,Master,F,2,52525,engineering,IC,0
32660,0,94.0,PhD,M,4,187183,marketing,IC,0
33390,0,215.0,Bachelor,M,2,119774,sales,IC,0
91265,1,211.0,Master,F,5,69463,marketing,IC,0
11032,0,168.0,Master,M,2,63832,marketing,IC,0
17923,1,158.0,PhD,M,3,59939,marketing,IC,0
35198,1,248.0,High_School,M,1,8856,marketing,IC,0
47450,0,65.0,Master,M,1,66420,HR,IC,0
44711,1,138.0,PhD,F,6,142367,sales,IC,0
47175,1,118.0,Bachelor,F,2,198403,sales,IC,0
11117,0,283.0,Master,F,2,137369,sales,IC,0
146404,0,142.0,PhD,M,5,143437,marketing,MM,9
63396,0,71.0,PhD,M,2,102498,HR,IC,0
28954,0,75.0,Bachelor,F,2,181311,sales,IC,0
142868,0,134.0,Bachelor,F,2,53390,sales,IC,0
125881,0,86.0,Bachelor,M,8,160618,sales,IC,0
142086,0,79.0,Bachelor,F,2,139278,HR,IC,0
31133,1,76.0,High_School,F,1,54136,marketing,IC,0
100532,0,177.0,PhD,M,3,21470,marketing,IC,0
140263,0,110.0,PhD,M,5,110089,HR,IC,0
162105,0,242.0,High_School,M,5,71130,engineering,IC,0
24071,0,225.0,Bachelor,M,11,119832,engineering,MM,9
89895,0,205.0,PhD,F,7,73982,sales,IC,0
198893,0,88.0,PhD,M,12,124994,HR,D,33
107622,0,65.0,Master,M,5,21086,HR,IC,0
166301,0,82.0,Master,M,6,34163,sales,IC,0
52971,0,92.0,PhD,F,1,172717,HR,IC,0
156720,0,85.0,High_School,F,1,88370,HR,IC,0
86774,0,175.0,Bachelor,M,2,50679,sales,IC,0
21660,0,76.0,Bachelor,M,3,96060,HR,IC,0
46640,0,240.0,Bachelor,M,1,157064,marketing,IC,0
11088,0,203.0,PhD,M,1,6335,sales,IC,0
27576,0,111.0,High_School,M,3,84230,marketing,IC,0
48737,1,60.0,PhD,M,1,4384,HR,IC,0
39417,1,222.0,Bachelor,M,8,140317,engineering,MM,15
28383,0,370.0,Bachelor,F,2,45803,sales,IC,0
84828,1,171.0,PhD,F,13,33814,engineering,MM,18
103853,0,185.0,Master,M,9,60609,sales,IC,0
172039,0,240.0,PhD,M,1,92403,sales,IC,0
183101,0,177.0,PhD,M,2,150300,marketing,IC,0
105954,0,205.0,High_School,F,1,150408,engineering,IC,0
27012,0,98.0,Master,M,3,51121,HR,IC,0
106478,0,220.0,Master,M,6,162518,sales,IC,0
3530,0,296.0,PhD,F,3,112302,engineering,IC,0
104746,0,167.0,Master,M,6,69345,sales,IC,0
119009,0,219.0,Master,M,6,198531,sales,IC,0
65794,1,272.0,PhD,M,3,98558,engineering,IC,0
42617,0,104.0,Bachelor,F,3,175361,sales,IC,0
129745,0,81.0,PhD,F,1,47748,HR,IC,0
72878,0,155.0,Bachelor,F,4,79237,marketing,IC,0
103553,1,205.0,PhD,M,3,95522,marketing,IC,0
197832,0,235.0,Master,F,4,139507,marketing,MM,14
107159,1,377.0,Master,M,1,25934,engineering,IC,0
47002,0,132.0,Master,M,2,132360,sales,IC,0
100555,0,61.0,High_School,F,2,5875,marketing,IC,0
35806,0,84.0,Master,F,6,184885,HR,IC,0
7862,0,75.0,Bachelor,F,1,161727,engineering,IC,0
128243,0,167.0,PhD,M,6,115591,sales,IC,0
123605,0,281.0,Bachelor,F,4,87733,sales,IC,0
181692,0,119.0,Bachelor,M,1,107547,sales,IC,0
175783,0,289.0,Master,M,1,53390,sales,IC,0
77857,1,217.0,Bachelor,M,17,152500,HR,D,63
69544,0,164.0,PhD,F,6,64190,sales,IC,0
173361,0,137.0,Master,F,2,12679,sales,IC,0
90716,1,358.0,PhD,F,1,116774,engineering,IC,0
73893,1,280.0,Bachelor,M,10,134865,sales,MM,11
149932,0,166.0,Master,M,1,125755,marketing,IC,0
166259,0,299.0,PhD,M,6,55883,engineering,IC,0
119302,0,67.0,Master,F,9,25036,HR,MM,8
153072,0,99.0,PhD,M,3,67178,HR,IC,0
4624,0,146.0,Bachelor,M,1,159996,sales,IC,0
174247,0,163.0,PhD,M,3,11275,marketing,IC,0
23343,1,101.0,Bachelor,F,7,129410,sales,IC,0
24175,0,97.0,PhD,M,4,158888,sales,IC,0
108134,1,244.0,High_School,M,2,132399,sales,IC,0
1546,0,322.0,Master,M,1,189890,engineering,IC,0
49053,0,335.0,Bachelor,M,4,51738,engineering,IC,0
187544,0,184.0,PhD,M,5,161132,marketing,IC,0
22798,0,282.0,Master,M,3,98520,marketing,IC,0
140728,0,143.0,High_School,M,7,94030,sales,IC,0
179332,1,86.0,Master,M,4,113189,sales,IC,0
35139,0,107.0,High_School,M,4,80043,HR,IC,0
54183,0,216.0,PhD,M,3,82463,marketing,IC,0
145316,0,88.0,High_School,F,5,115593,HR,IC,0
83435,0,137.0,Bachelor,M,4,168791,engineering,IC,0
87112,1,301.0,Bachelor,M,4,128065,engineering,IC,0
132606,0,79.0,High_School,M,5,142276,HR,IC,0
174092,0,188.0,Master,F,13,3235,sales,MM,5
125638,0,260.0,Master,F,1,21470,marketing,IC,0
143920,0,221.0,PhD,F,3,18627,marketing,IC,0
17223,1,66.0,High_School,M,3,69345,sales,IC,0
25609,0,79.0,PhD,M,3,199950,HR,IC,0
32677,0,85.0,Bachelor,F,2,119302,HR,IC,0
152392,0,161.0,High_School,M,2,77844,sales,IC,0
132092,0,205.0,Master,M,6,22090,marketing,IC,0
113124,0,157.0,Master,M,9,65451,sales,MM,18
52027,0,149.0,Bachelor,F,5,199184,sales,IC,0
72098,0,66.0,PhD,M,2,193818,HR,IC,0
87344,0,338.0,PhD,F,17,138045,marketing,D,64
166233,0,237.0,PhD,F,3,69943,sales,IC,0
187014,1,268.0,Bachelor,M,2,150194,engineering,IC,0
30749,0,322.0,PhD,F,9,28697,engineering,MM,9
88929,1,310.0,Bachelor,M,2,122145,engineering,IC,0
122614,0,136.0,Bachelor,F,6,4394,marketing,IC,0
46230,1,62.0,PhD,M,3,138948,marketing,IC,0
29227,0,180.0,High_School,F,4,98931,marketing,IC,0
58497,0,120.0,High_School,F,6,187183,marketing,IC,0
66386,0,320.0,PhD,M,3,91002,marketing,IC,0
135188,1,110.0,Bachelor,M,5,182777,marketing,IC,0
46957,1,110.0,PhD,F,11,89002,sales,MM,12
118585,0,138.0,Master,F,2,160289,sales,IC,0
95637,0,203.0,Master,M,2,92845,engineering,IC,0
181177,0,337.0,Master,M,5,174122,engineering,IC,0
170358,0,325.0,Bachelor,F,5,98967,marketing,IC,0
69128,0,61.0,High_School,F,2,84230,marketing,IC,0
73177,0,255.0,High_School,M,4,60373,marketing,IC,0
171123,0,151.0,Bachelor,M,5,182996,sales,IC,0
12209,0,257.0,PhD,F,2,24979,marketing,IC,0
123306,0,182.0,High_School,M,1,98967,marketing,IC,0
73389,1,197.0,Bachelor,F,1,134048,sales,IC,0
48189,0,243.0,High_School,M,1,123258,marketing,IC,0
199003,0,141.0,Master,M,2,191485,sales,IC,0
128692,0,145.0,Master,M,1,191485,sales,IC,0
105689,0,96.0,High_School,M,2,85426,HR,IC,0
55125,0,96.0,Bachelor,M,3,189627,sales,IC,0
82380,0,257.0,PhD,M,3,57938,engineering,IC,0
100009,1,132.0,Bachelor,M,1,167389,sales,IC,0
59824,1,245.0,PhD,F,7,125775,marketing,IC,0
107621,0,77.0,Master,M,3,59555,marketing,IC,0
119714,0,86.0,PhD,F,9,147715,sales,IC,0
156294,0,86.0,Bachelor,M,2,61517,HR,IC,0
50399,0,251.0,PhD,F,3,81490,sales,IC,0
141803,0,129.0,Bachelor,M,2,185982,sales,IC,0
139005,0,227.0,PhD,M,1,39417,engineering,IC,0
39659,1,356.0,Master,F,3,16510,sales,IC,0
133979,0,265.0,High_School,M,1,195795,sales,IC,0
196288,0,175.0,PhD,M,4,134671,sales,IC,0
120853,0,199.0,High_School,M,5,41991,sales,IC,0
49992,0,78.0,PhD,F,4,104759,HR,IC,0
81945,0,295.0,High_School,M,3,193518,sales,IC,0
26114,0,394.0,PhD,M,3,79934,engineering,IC,0
144219,0,312.0,Bachelor,M,10,146629,engineering,MM,14
60863,0,321.0,Master,M,3,160511,marketing,IC,0
115490,0,263.0,PhD,M,4,77844,sales,IC,0
43136,0,376.0,PhD,M,2,185982,sales,IC,0
57358,0,230.0,Master,M,3,150408,engineering,IC,0
121887,1,293.0,PhD,M,4,78874,sales,IC,0
154508,0,266.0,PhD,M,1,56451,sales,IC,0
128447,0,131.0,PhD,M,13,193330,engineering,MM,10
109442,0,87.0,Master,M,4,129410,sales,IC,0
70785,0,132.0,PhD,M,2,87847,sales,IC,0
59139,1,88.0,Master,M,7,129410,sales,IC,0
181835,1,74.0,Master,M,3,88370,HR,IC,0
22879,0,349.0,Master,M,3,121419,engineering,IC,0
145405,0,86.0,PhD,M,1,59353,engineering,IC,0
181954,0,265.0,Bachelor,M,3,112245,sales,IC,0
170059,0,124.0,PhD,M,4,189148,HR,IC,0
94039,1,217.0,Master,M,6,107049,sales,MM,10
65449,1,302.0,High_School,M,4,121419,engineering,IC,0
45133,0,252.0,PhD,F,3,5875,marketing,IC,0
116428,0,179.0,Master,M,2,145710,engineering,IC,0
187885,0,163.0,Bachelor,F,1,110508,engineering,IC,0
19015,1,264.0,High_School,F,3,122567,engineering,IC,0
121082,1,103.0,PhD,M,1,168564,sales,IC,0
53545,0,94.0,PhD,M,5,184885,HR,IC,0
185542,0,114.0,Master,F,1,181772,sales,IC,0
9186,0,67.0,Master,M,4,31063,HR,IC,0
192620,0,147.0,PhD,M,5,113189,sales,IC,0
115029,0,254.0,PhD,F,6,187183,marketing,IC,0
152926,1,219.0,PhD,M,4,87762,sales,IC,0
168342,1,251.0,Master,M,6,92567,engineering,MM,9
170466,0,61.0,Bachelor,M,1,27704,sales,IC,0
180535,0,209.0,High_School,F,1,147783,sales,IC,0
180313,0,142.0,High_School,F,1,6536,marketing,IC,0
55451,0,277.0,Master,F,4,27393,sales,IC,0
56547,0,74.0,Master,F,5,97422,HR,IC,0
176262,0,76.0,High_School,F,5,64087,HR,IC,0
49203,0,68.0,PhD,F,3,754,HR,IC,0
150928,0,268.0,PhD,M,5,94611,engineering,IC,0
165291,1,66.0,PhD,M,2,183283,HR,IC,0
2515,0,237.0,Master,M,3,88303,sales,IC,0
156147,0,247.0,High_School,F,5,78874,sales,IC,0
30701,0,133.0,PhD,M,1,65126,marketing,IC,0
187262,0,193.0,Bachelor,F,4,69345,sales,IC,0
156949,0,264.0,PhD,F,4,48352,engineering,IC,0
70138,1,215.0,High_School,M,3,1651,engineering,IC,0
9216,0,67.0,PhD,F,1,158777,marketing,IC,0
116205,1,164.0,Master,F,2,109671,marketing,IC,0
56068,1,239.0,Master,M,32,11277,sales,VP,116
144038,1,175.0,Bachelor,F,4,52313,sales,IC,0
116832,0,192.0,High_School,F,5,158609,sales,IC,0
155590,0,234.0,Master,M,3,114572,marketing,IC,0
152662,0,155.0,Master,M,1,84230,marketing,IC,0
37803,0,150.0,PhD,M,3,103421,engineering,IC,0
176062,0,92.0,PhD,F,3,179149,HR,IC,0
150107,0,292.0,Bachelor,F,4,113618,marketing,IC,0
70050,0,211.0,Bachelor,M,6,195795,sales,IC,0
82824,0,243.0,High_School,F,4,70819,engineering,IC,0
24979,1,200.0,PhD,M,4,146600,marketing,MM,10
190057,0,81.0,High_School,F,1,104539,HR,IC,0
57366,0,304.0,Master,M,7,115591,sales,IC,0
162035,0,189.0,Bachelor,M,13,134865,sales,MM,13
136347,1,343.0,Master,F,5,47472,engineering,IC,0
17100,0,224.0,PhD,M,2,175593,sales,IC,0
13689,0,189.0,Master,F,4,74818,sales,IC,0
96020,1,105.0,Master,M,1,126515,HR,IC,0
89962,0,244.0,Bachelor,F,5,160169,sales,IC,0
158840,1,268.0,Master,M,7,179569,sales,IC,0
48471,0,139.0,Master,M,5,168742,sales,IC,0
53374,0,124.0,Master,F,14,157492,sales,MM,9
177361,0,113.0,Bachelor,M,8,75198,marketing,IC,0
38792,0,62.0,Master,F,2,41808,HR,IC,0
193370,0,265.0,Master,M,2,71757,marketing,IC,0
153412,1,296.0,PhD,M,3,139507,marketing,MM,12
10898,1,159.0,Master,M,7,55481,engineering,IC,0
28774,1,259.0,PhD,F,6,68998,marketing,IC,0
64768,0,74.0,Bachelor,F,4,75198,marketing,IC,0
51257,0,217.0,Bachelor,M,7,88007,sales,IC,0
92114,0,68.0,PhD,F,1,62298,HR,IC,0
119353,0,234.0,Master,M,4,51738,engineering,IC,0
79193,1,61.0,Master,F,13,91117,sales,MM,11
118083,0,178.0,Master,M,1,48352,engineering,IC,0
11507,0,87.0,Master,F,8,20378,HR,MM,18
188845,0,105.0,PhD,F,2,131525,sales,IC,0
14017,1,337.0,High_School,F,5,85791,sales,IC,0
118175,0,61.0,High_School,F,4,51121,HR,IC,0
164008,1,144.0,Bachelor,M,1,5282,sales,IC,0
177475,0,74.0,Bachelor,F,3,51331,HR,IC,0
114207,1,85.0,Bachelor,F,2,12649,engineering,IC,0
86127,0,76.0,PhD,F,4,80240,HR,IC,0
16189,0,274.0,PhD,M,6,188118,sales,IC,0
97261,0,156.0,Bachelor,F,4,132399,sales,IC,0
113578,0,142.0,Bachelor,M,5,125912,marketing,MM,17
127554,1,171.0,High_School,F,1,83032,marketing,IC,0
133469,0,71.0,Bachelor,M,2,146111,HR,IC,0
110756,1,233.0,Master,M,1,75860,engineering,IC,0
68126,0,126.0,Bachelor,F,9,101981,sales,IC,0
23162,0,240.0,High_School,M,3,95522,marketing,IC,0
1198,0,73.0,Bachelor,F,4,75705,HR,IC,0
77359,0,316.0,Bachelor,M,7,19424,engineering,IC,0
8488,0,102.0,High_School,M,3,52525,engineering,IC,0
24402,1,367.0,PhD,F,2,26468,engineering,IC,0
66639,0,116.0,Bachelor,M,1,191495,sales,IC,0
146771,1,184.0,Bachelor,F,2,144927,sales,IC,0
34714,1,275.0,Master,M,6,32248,sales,MM,16
67665,0,69.0,Master,F,1,197896,HR,IC,0
79854,0,347.0,Bachelor,M,2,66306,engineering,IC,0
68281,0,112.0,Master,F,3,134944,sales,IC,0
16801,1,316.0,Master,M,7,192145,sales,IC,0
12649,0,302.0,High_School,F,14,17837,engineering,MM,15
199950,0,66.0,PhD,F,6,41533,HR,MM,9
185403,0,119.0,Master,M,1,124014,sales,IC,0
147783,0,81.0,Bachelor,M,11,65522,sales,MM,11
117671,0,252.0,Master,F,2,190065,marketing,IC,0
177824,0,133.0,Bachelor,M,4,198778,engineering,IC,0
116326,0,249.0,Bachelor,M,5,149485,sales,IC,0
114636,0,85.0,Bachelor,F,1,66692,sales,IC,0
10631,0,74.0,Bachelor,M,9,59939,marketing,IC,0
91241,1,306.0,Bachelor,F,2,81860,engineering,IC,0
75537,1,212.0,High_School,M,1,168905,engineering,IC,0
166390,1,282.0,Bachelor,M,4,160169,sales,IC,0
81005,0,171.0,Master,M,9,149696,sales,IC,0
164204,0,65.0,High_School,M,2,11275,marketing,IC,0
117812,0,65.0,PhD,F,3,47260,HR,IC,0
130987,0,304.0,Bachelor,F,3,136468,sales,IC,0
50559,0,257.0,Bachelor,M,3,23565,sales,IC,0
22394,0,71.0,Master,M,3,125775,marketing,IC,0
62171,0,245.0,High_School,F,3,54808,sales,IC,0
152254,1,366.0,Master,M,6,92845,engineering,IC,0
110298,0,223.0,High_School,M,4,133858,engineering,IC,0
73516,1,369.0,Master,M,4,102632,marketing,IC,0
32297,0,110.0,Master,F,3,141211,HR,IC,0
57580,1,161.0,Master,F,1,134982,sales,IC,0
58926,0,167.0,Bachelor,M,2,70547,marketing,IC,0
49128,0,264.0,Bachelor,M,1,74066,engineering,IC,0
186640,0,83.0,Master,F,1,94030,sales,IC,0
65830,0,78.0,High_School,M,1,11507,HR,IC,0
89960,0,67.0,PhD,F,1,71152,HR,IC,0
192954,0,60.0,Bachelor,M,5,4384,HR,IC,0
86053,0,227.0,Bachelor,F,3,4110,sales,IC,0
2255,0,86.0,High_School,M,1,179149,HR,IC,0
168742,0,363.0,Bachelor,M,7,59535,sales,MM,12
75799,1,200.0,Bachelor,M,3,67522,sales,IC,0
36763,0,196.0,Bachelor,M,1,119658,engineering,IC,0
80240,0,102.0,Master,F,11,50665,HR,MM,8
182661,1,170.0,Bachelor,F,7,12214,sales,IC,0
44733,1,113.0,Master,F,2,191454,marketing,IC,0
188360,1,72.0,Master,M,1,105542,marketing,IC,0
101588,0,131.0,High_School,M,2,6536,marketing,IC,0
71560,0,109.0,High_School,F,1,136313,engineering,IC,0
56479,0,184.0,High_School,F,4,159996,sales,IC,0
105910,0,228.0,Master,M,1,151005,marketing,IC,0
189661,0,146.0,PhD,M,2,90,engineering,IC,0
12357,0,175.0,Master,M,6,112245,sales,IC,0
119560,0,302.0,Master,M,3,48912,engineering,IC,0
120379,0,71.0,Bachelor,F,5,130342,HR,IC,0
91375,0,318.0,PhD,F,4,150722,marketing,IC,0
52390,0,266.0,Bachelor,M,1,78215,sales,IC,0
120938,0,272.0,Master,M,4,32938,engineering,IC,0
140022,0,329.0,Master,M,3,6335,sales,IC,0
53127,1,110.0,Master,M,4,96420,sales,IC,0
129852,0,352.0,High_School,M,2,81111,engineering,IC,0
91170,0,76.0,Master,M,7,17211,HR,IC,0
171996,0,388.0,Master,M,7,24071,engineering,IC,0
50166,0,147.0,High_School,F,5,158609,sales,IC,0
148957,0,233.0,Master,M,6,179459,marketing,IC,0
189066,1,259.0,Master,M,3,148260,marketing,IC,0
173043,1,172.0,PhD,M,3,5282,sales,IC,0
163145,0,97.0,Bachelor,M,3,87733,sales,IC,0
181455,0,130.0,Bachelor,M,4,61811,sales,IC,0
155653,0,310.0,PhD,M,3,194078,marketing,IC,0
192684,0,66.0,Master,F,4,754,HR,IC,0
81177,0,95.0,PhD,M,3,130342,HR,IC,0
43756,0,209.0,PhD,M,1,48742,engineering,IC,0
38044,1,61.0,Bachelor,F,1,168742,sales,IC,0
31412,1,154.0,High_School,M,1,6536,marketing,IC,0
179244,0,395.0,PhD,M,5,166928,engineering,IC,0
92706,1,315.0,High_School,F,3,4394,marketing,IC,0
185942,0,210.0,Master,M,4,120381,sales,IC,0
49428,1,247.0,PhD,M,2,112245,sales,IC,0
186885,0,119.0,PhD,M,5,114011,engineering,IC,0
114086,1,256.0,High_School,M,2,9706,sales,IC,0
83242,1,305.0,Bachelor,M,1,188118,sales,IC,0
125888,1,226.0,Master,M,3,5282,sales,IC,0
172577,0,71.0,PhD,F,2,15768,HR,IC,0
66160,0,226.0,Master,F,3,79285,sales,MM,5
62121,0,103.0,PhD,M,1,14299,engineering,IC,0
63642,1,70.0,High_School,F,3,142630,HR,IC,0
131240,0,321.0,Bachelor,M,6,61811,sales,IC,0
181410,1,290.0,High_School,F,5,181772,sales,IC,0
95087,0,202.0,PhD,F,4,123258,marketing,IC,0
114794,0,240.0,High_School,M,3,26468,engineering,IC,0
19305,0,315.0,Bachelor,M,2,166928,engineering,IC,0
77661,1,201.0,PhD,F,6,128966,sales,IC,0
21586,0,297.0,PhD,M,4,76435,sales,IC,0
149246,0,147.0,High_School,M,1,87847,sales,IC,0
76973,0,234.0,High_School,M,6,147249,engineering,IC,0
154802,0,133.0,PhD,M,4,148236,sales,IC,0
108763,0,204.0,Bachelor,F,4,121419,engineering,IC,0
184203,1,189.0,Bachelor,M,3,168742,sales,IC,0
179122,0,325.0,PhD,F,3,71585,sales,IC,0
50007,0,246.0,Bachelor,M,4,109254,sales,IC,0
188783,0,96.0,Bachelor,M,6,193818,HR,IC,0
153475,1,87.0,PhD,M,5,183065,engineering,IC,0
104855,0,352.0,Master,M,3,154891,engineering,IC,0
175382,0,383.0,Bachelor,M,2,108428,engineering,IC,0
143395,0,160.0,Master,M,5,37434,sales,IC,0
62806,0,122.0,Master,M,2,132399,sales,IC,0
109002,0,350.0,PhD,F,6,12649,engineering,IC,0
197012,1,296.0,Bachelor,M,7,144219,engineering,IC,0
157446,1,265.0,Bachelor,M,6,129626,marketing,IC,0
178159,1,290.0,Bachelor,M,4,46957,sales,IC,0
146559,0,60.0,PhD,M,2,129287,HR,IC,0
181559,0,249.0,Master,M,4,169574,marketing,IC,0
101030,0,237.0,Bachelor,M,3,131063,marketing,IC,0
120769,0,350.0,Master,F,2,131620,sales,IC,0
2314,1,120.0,Master,F,7,166928,engineering,IC,0
101827,0,106.0,PhD,F,4,150290,HR,IC,0
25895,1,71.0,High_School,F,1,39388,sales,IC,0
121819,0,121.0,Master,F,2,123502,HR,IC,0
133729,0,76.0,PhD,M,3,11507,HR,IC,0
147388,0,157.0,Master,M,1,116774,engineering,IC,0
156238,1,96.0,Bachelor,M,3,45803,sales,IC,0
10748,0,311.0,High_School,M,5,168905,engineering,IC,0
42144,0,116.0,Bachelor,F,3,41808,HR,IC,0
198879,0,157.0,PhD,M,7,83356,sales,MM,13
39290,0,74.0,High_School,F,1,126515,HR,IC,0
150809,0,80.0,PhD,F,8,61517,HR,IC,0
194736,0,379.0,Bachelor,F,1,91002,marketing,IC,0
196713,0,86.0,PhD,F,2,115593,HR,IC,0
137109,0,93.0,Bachelor,F,4,22887,HR,IC,0
164113,0,66.0,High_School,F,5,17211,HR,IC,0
107770,0,88.0,PhD,M,6,68222,HR,IC,0
9239,0,169.0,Bachelor,M,11,47127,sales,MM,14
120257,0,68.0,Master,F,5,123263,HR,IC,0
78775,1,112.0,Master,M,2,29712,engineering,IC,0
189690,1,114.0,PhD,M,3,193452,sales,IC,0
15411,0,236.0,PhD,M,2,77670,sales,IC,0
28088,1,202.0,High_School,F,5,111363,sales,IC,0
19143,1,314.0,Master,M,2,129734,engineering,IC,0
58585,1,264.0,PhD,F,6,148260,marketing,IC,0
81562,0,185.0,PhD,F,4,67931,engineering,IC,0
77344,0,377.0,PhD,M,3,158056,engineering,IC,0
41648,0,199.0,Master,M,5,92403,sales,IC,0
67393,1,182.0,Bachelor,F,2,198240,sales,IC,0
59035,0,388.0,High_School,F,7,180925,sales,IC,0
183528,1,202.0,Master,M,14,184512,engineering,MM,5
53012,0,259.0,Master,F,10,91869,marketing,MM,7
149856,0,91.0,PhD,F,3,47260,HR,IC,0
116926,0,178.0,PhD,M,3,182777,marketing,IC,0
51095,0,230.0,Master,M,1,47618,marketing,IC,0
46097,0,163.0,PhD,M,2,140542,sales,IC,0
36531,1,210.0,PhD,M,2,56316,sales,IC,0
110979,0,75.0,Master,F,1,123502,HR,IC,0
92074,0,395.0,PhD,M,4,198531,sales,IC,0
78049,0,109.0,High_School,F,1,11507,HR,IC,0
85665,0,256.0,Bachelor,M,2,138772,sales,IC,0
93198,0,399.0,Bachelor,M,4,156010,engineering,IC,0
177406,0,345.0,High_School,M,5,101484,engineering,IC,0
170681,1,86.0,Bachelor,F,1,62043,engineering,IC,0
142200,0,96.0,High_School,M,6,47748,HR,IC,0
108912,1,125.0,PhD,M,3,79237,marketing,IC,0
159670,0,235.0,Master,M,6,52920,sales,IC,0
22903,0,296.0,High_School,M,1,154170,engineering,IC,0
70747,1,117.0,Master,M,6,47863,engineering,IC,0
162309,0,64.0,Master,M,5,97040,HR,IC,0
41277,1,67.0,Bachelor,F,4,754,HR,IC,0
78093,0,350.0,High_School,M,4,116289,engineering,IC,0
26466,0,61.0,Bachelor,F,3,135804,HR,IC,0
77684,0,197.0,Bachelor,M,2,191083,marketing,IC,0
182289,0,244.0,PhD,F,4,190060,sales,IC,0
42182,1,230.0,PhD,F,2,192414,sales,IC,0
60724,0,185.0,Bachelor,M,1,123358,sales,IC,0
189536,0,229.0,High_School,M,1,131620,sales,IC,0
137633,1,72.0,High_School,F,5,7095,HR,IC,0
77851,0,264.0,Bachelor,M,10,36075,sales,D,30
67053,0,138.0,High_School,F,5,119774,sales,IC,0
132329,0,320.0,Master,M,2,130204,marketing,IC,0
9367,0,358.0,Master,M,4,63785,engineering,IC,0
52856,1,351.0,Master,M,6,191083,marketing,IC,0
102070,0,239.0,Master,M,1,160618,sales,IC,0
196490,0,107.0,Bachelor,M,2,165426,HR,MM,11
150121,0,107.0,PhD,M,4,18627,marketing,IC,0
60287,1,63.0,Master,M,3,181886,sales,IC,0
100707,1,110.0,Bachelor,M,2,33266,marketing,IC,0
76863,1,96.0,Master,M,4,158609,sales,IC,0
986,1,184.0,High_School,M,5,37220,engineering,IC,0
92845,1,327.0,Bachelor,M,8,92567,engineering,MM,16
132143,0,198.0,High_School,M,1,175361,sales,IC,0
145097,1,134.0,PhD,M,5,92403,sales,IC,0
123860,1,206.0,Master,M,1,167877,sales,IC,0
77556,0,79.0,PhD,M,10,45969,HR,MM,9
43810,0,346.0,Bachelor,M,1,159098,engineering,IC,0
183281,0,393.0,High_School,M,1,169223,engineering,IC,0
121129,0,212.0,Bachelor,M,4,160169,sales,IC,0
44520,0,335.0,Master,M,1,197206,marketing,IC,0
63570,0,82.0,PhD,F,2,7095,HR,IC,0
42899,0,183.0,PhD,M,5,69903,engineering,IC,0
34134,1,359.0,High_School,F,14,172989,sales,MM,11
129626,1,297.0,Bachelor,F,4,118233,marketing,MM,13
181946,0,224.0,Bachelor,M,2,157064,marketing,IC,0
145286,0,106.0,Master,F,6,190566,marketing,IC,0
113566,0,365.0,Bachelor,F,9,154285,engineering,MM,9
64893,0,180.0,Master,M,4,160618,sales,IC,0
60405,1,236.0,PhD,M,4,26468,engineering,IC,0
170732,0,93.0,Bachelor,M,1,180930,sales,IC,0
179879,0,260.0,High_School,F,2,60609,sales,IC,0
31679,0,68.0,Bachelor,M,5,8812,HR,IC,0
193546,0,144.0,Master,M,1,166729,marketing,IC,0
178617,0,135.0,High_School,M,4,78215,sales,IC,0
155829,0,275.0,PhD,F,4,148984,sales,IC,0
145975,1,338.0,Bachelor,M,3,57938,engineering,IC,0
58666,1,83.0,High_School,M,6,148795,engineering,IC,0
162303,0,372.0,PhD,M,4,8193,engineering,IC,0
84813,0,107.0,High_School,M,4,59939,marketing,IC,0
174752,0,121.0,PhD,M,2,75242,engineering,IC,0
